provider,category,uuid,dimension_a,dimension_b,price,weight,material,finishing,palette,main_color,main_color_frequency,img_info_percentage
wayfair,ceramic tile,80db8355-1e44-4a11-9a27-5e86150e7cf6,25.22,29.84,23.0,0.11,limestone,gloss,"[array([1.66e+02, 1.72e+02, 1.72e+02, 1.20e-01]), array([178.  , 184.  , 184.  ,   0.22]), array([189.  , 193.  , 194.  ,   0.37]), array([198.  , 202.  , 203.  ,   0.26]), array([2.28e+02, 2.32e+02, 2.33e+02, 2.00e-02])]",[189. 193. 194.],0.37,0.998
wayfair,ceramic tile,8c1d65e5-6de4-4aef-b85d-134eb368e6da,11.2,30.86,36.93,0.53,quartz,gloss,"[array([36.  , 37.  , 42.  ,  0.19]), array([83.  , 79.  , 83.  ,  0.12]), array([123. , 123. , 123. ,   0.3]), array([140.  , 142.  , 145.  ,   0.25]), array([1.62e+02, 1.64e+02, 1.67e+02, 1.40e-01])]",[123. 123. 123.],0.3,0.998
wayfair,ceramic tile,8812d70b-49d3-407d-9b07-abaeeda7afd3,24.5,24.66,42.49,0.79,marble,gloss,"[array([38.  , 50.  , 50.  ,  0.11]), array([ 70.  ,  97.  , 108.  ,   0.16]), array([113.  , 143.  , 143.  ,   0.18]), array([1.65e+02, 1.82e+02, 1.75e+02, 1.40e-01]), array([232.  , 233.  , 227.  ,   0.41])]",[232. 233. 227.],0.41,0.997
wayfair,ceramic tile,3e1e79a9-aed1-4664-bc3c-1dfd55cd7a04,32.46,25.44,25.11,1.2,wood,matt,"[array([128.  , 109.  ,  91.  ,   0.22]), array([149.  , 131.  , 112.  ,   0.32]), array([171.  , 155.  , 134.  ,   0.26]), array([1.94e+02, 1.83e+02, 1.63e+02, 1.80e-01]), array([2.47e+02, 2.45e+02, 2.42e+02, 2.00e-02])]",[149. 131. 112.],0.32,0.998
wayfair,ceramic tile,10949067-01ba-408e-9bca-b6cb8351125b,22.05,31.66,33.22,1.15,porcelain,gloss,"[array([30.  , 29.  , 28.  ,  0.11]), array([86.  , 79.  , 75.  ,  0.17]), array([117.  , 115.  , 115.  ,   0.33]), array([148.  , 148.  , 147.  ,   0.24]), array([1.95e+02, 1.94e+02, 1.93e+02, 1.40e-01])]",[117. 115. 115.],0.33,0.998
wayfair,ceramic tile,e26d6ab9-8f9d-4060-998e-0d79ca2955ff,20.88,26.04,25.42,1.06,glass,gloss,"[array([125.  , 125.  , 111.  ,   0.13]), array([152.  , 158.  , 147.  ,   0.25]), array([1.83e+02, 1.64e+02, 1.23e+02, 1.80e-01]), array([195.  , 189.  , 157.  ,   0.25]), array([2.17e+02, 2.17e+02, 1.89e+02, 1.90e-01])]",[152. 158. 147.],0.25,0.998
wayfair,ceramic tile,2a9d5bb4-3e31-4962-b128-f18a61cfdeab,26.13,22.74,6.01,0.76,porcelain,matt,"[array([96. , 99. , 98. ,  0.1]), array([125.  , 126.  , 124.  ,   0.19]), array([150.  , 148.  , 146.  ,   0.26]), array([172.  , 169.  , 166.  ,   0.27]), array([1.96e+02, 1.94e+02, 1.91e+02, 1.70e-01])]",[172. 169. 166.],0.27,0.998
wayfair,ceramic tile,22e5093c-f34e-4a67-a629-a4726f100be6,24.48,44.43,34.6,1.36,quartz,gloss,"[array([1.77e+02, 1.69e+02, 1.41e+02, 1.30e-01]), array([188.  , 183.  , 159.  ,   0.23]), array([199.  , 194.  , 173.  ,   0.27]), array([209.  , 207.  , 188.  ,   0.23]), array([2.21e+02, 2.19e+02, 2.04e+02, 1.40e-01])]",[199. 194. 173.],0.27,0.995
wayfair,ceramic tile,705f45eb-d01b-4955-9637-d87de32cde8f,38.01,28.32,26.49,0.93,wood,matt,"[array([76. , 68. , 53. ,  0.1]), array([113.  , 100.  ,  71.  ,   0.37]), array([139.  , 126.  ,  93.  ,   0.31]), array([160. , 152. , 145. ,   0.2]), array([2.36e+02, 2.34e+02, 2.28e+02, 2.00e-02])]",[113. 100.  71.],0.37,0.998
wayfair,ceramic tile,f917cd26-0dfb-4ece-bd83-770eed2887a9,19.96,15.01,35.13,1.23,glass,gloss,"[array([7.9e+01, 7.5e+01, 6.2e+01, 6.0e-02]), array([133.  , 127.  , 112.  ,   0.23]), array([159.  , 154.  , 139.  ,   0.35]), array([182.  , 178.  , 164.  ,   0.27]), array([2.06e+02, 2.03e+02, 1.89e+02, 1.00e-01])]",[159. 154. 139.],0.35,0.996
wayfair,ceramic tile,e5a360d5-fed0-434d-895a-8749c5dd9d1f,13.32,21.84,20.19,1.19,marble,gloss,"[array([1.57e+02, 1.47e+02, 1.24e+02, 8.00e-02]), array([179.  , 173.  , 154.  ,   0.29]), array([192.  , 186.  , 168.  ,   0.32]), array([207.  , 201.  , 185.  ,   0.29]), array([2.48e+02, 2.47e+02, 2.44e+02, 2.00e-02])]",[192. 186. 168.],0.32,0.996
wayfair,ceramic tile,77ae1553-3beb-46ee-957e-e5d76ba7ea31,14.22,32.06,36.22,0.39,terracotta,matt,"[array([43.  , 51.  , 52.  ,  0.28]), array([9.90e+01, 1.04e+02, 1.05e+02, 2.00e-02]), array([155.  , 159.  , 161.  ,   0.18]), array([222.  , 222.  , 222.  ,   0.47]), array([2.44e+02, 2.44e+02, 2.45e+02, 6.00e-02])]",[222. 222. 222.],0.47,0.997
wayfair,ceramic tile,81e1a549-e858-439c-b3cc-e876f4640325,35.95,21.09,19.71,1.82,quartz,gloss,"[array([1.18e+02, 9.00e+01, 6.90e+01, 6.00e-02]), array([151.  , 122.  ,  93.  ,   0.22]), array([170.  , 143.  , 113.  ,   0.33]), array([190.  , 164.  , 133.  ,   0.21]), array([2.48e+02, 2.47e+02, 2.42e+02, 1.80e-01])]",[170. 143. 113.],0.33,0.998
wayfair,ceramic tile,d894e5c0-9424-4128-b74e-3f3ddc23828d,39.62,25.87,29.85,0.1,granite,matt,"[array([2.16e+02, 2.17e+02, 2.14e+02, 1.00e-02]), array([233.  , 234.  , 229.  ,   0.25]), array([236.  , 237.  , 233.  ,   0.69]), array([2.40e+02, 2.41e+02, 2.39e+02, 3.00e-02]), array([2.53e+02, 2.53e+02, 2.53e+02, 2.00e-02])]",[236. 237. 233.],0.69,0.996
wayfair,ceramic tile,1593791f-c522-42d7-96bc-8bfdf4fee431,31.67,13.55,15.82,1.22,porcelain,matt,"[array([115. ,  83. ,  33. ,   0.2]), array([150.  , 119.  ,  65.  ,   0.23]), array([189.  , 165.  , 121.  ,   0.32]), array([2.18e+02, 2.04e+02, 1.79e+02, 1.50e-01]), array([2.46e+02, 2.43e+02, 2.40e+02, 1.00e-01])]",[189. 165. 121.],0.32,0.997
wayfair,ceramic tile,ec78a9cc-eacb-4431-82c3-5536ff582eb5,24.34,35.09,14.76,1.42,ceramic,matt,"[array([17. , 16. , 15. ,  0.1]), array([93.  , 90.  , 87.  ,  0.16]), array([143.  , 140.  , 136.  ,   0.34]), array([172.  , 173.  , 170.  ,   0.21]), array([2.20e+02, 2.21e+02, 2.21e+02, 2.00e-01])]",[143. 140. 136.],0.34,0.998
wayfair,ceramic tile,79cee569-4389-4892-96bb-b47988c63562,16.25,44.92,60.85,1.36,ceramic,matt,"[array([55.  , 56.  , 56.  ,  0.32]), array([89.  , 90.  , 89.  ,  0.14]), array([1.33e+02, 1.26e+02, 1.22e+02, 1.10e-01]), array([1.73e+02, 1.67e+02, 1.64e+02, 1.10e-01]), array([210.  , 208.  , 207.  ,   0.32])]",[55. 56. 56.],0.32,0.998
wayfair,ceramic tile,0637ee43-829e-4c26-a27b-63e0bfdc654b,37.27,31.74,31.22,0.24,wood,matt,"[array([40. , 48. , 42. ,  0.1]), array([6.5e+01, 7.4e+01, 6.9e+01, 6.0e-02]), array([131.  , 138.  , 139.  ,   0.15]), array([1.63e+02, 1.69e+02, 1.70e+02, 1.00e-01]), array([218.  , 222.  , 223.  ,   0.58])]",[218. 222. 223.],0.58,0.998
wayfair,ceramic tile,56bf0955-d077-4e42-9191-3fa8160b4fe4,22.68,23.38,40.42,0.72,quartz,matt,"[array([60.  , 61.  , 52.  ,  0.34]), array([81.  , 79.  , 67.  ,  0.39]), array([1.14e+02, 1.12e+02, 9.90e+01, 8.00e-02]), array([1.65e+02, 1.62e+02, 1.46e+02, 5.00e-02]), array([2.11e+02, 2.10e+02, 1.91e+02, 1.30e-01])]",[81. 79. 67.],0.39,0.997
wayfair,ceramic tile,6baf2f1e-e232-40da-91d4-3e3cfcd5a6e7,39.19,17.67,29.25,1.04,stone,matt,"[array([1.65e+02, 1.57e+02, 1.47e+02, 8.00e-02]), array([176.  , 169.  , 160.  ,   0.22]), array([183.  , 177.  , 170.  ,   0.33]), array([189.  , 184.  , 180.  ,   0.27]), array([1.97e+02, 1.96e+02, 1.94e+02, 1.10e-01])]",[183. 177. 170.],0.33,0.998
wayfair,ceramic tile,8f5adb3e-70b7-4ff6-b46a-47ebe73a7bd5,27.91,43.33,16.84,1.43,porcelain,gloss,"[array([1.93e+02, 1.64e+02, 1.53e+02, 7.00e-02]), array([2.05e+02, 1.82e+02, 1.73e+02, 8.00e-02]), array([2.22e+02, 2.11e+02, 2.05e+02, 5.00e-02]), array([232.  , 233.  , 232.  ,   0.76]), array([2.51e+02, 2.51e+02, 2.51e+02, 4.00e-02])]",[232. 233. 232.],0.76,0.997
wayfair,ceramic tile,d66825ce-1ca2-45ae-a685-7b6afe68405c,45.72,34.82,29.69,0.75,porcelain,matt,"[array([40. , 41. , 42. ,  0.3]), array([77.  , 78.  , 76.  ,  0.25]), array([1.25e+02, 1.19e+02, 1.16e+02, 1.00e-01]), array([1.73e+02, 1.72e+02, 1.70e+02, 1.10e-01]), array([204.  , 204.  , 204.  ,   0.24])]",[40. 41. 42.],0.3,0.998
wayfair,ceramic tile,e3b4ba8b-3e96-448c-9224-a06bbde60d31,10.39,20.33,20.92,0.19,terracotta,gloss,"[array([22.  , 27.  , 24.  ,  0.27]), array([57.  , 67.  , 69.  ,  0.37]), array([1.10e+02, 1.20e+02, 1.23e+02, 1.10e-01]), array([1.66e+02, 1.76e+02, 1.79e+02, 1.10e-01]), array([2.22e+02, 2.30e+02, 2.31e+02, 1.30e-01])]",[57. 67. 69.],0.37,0.997
wayfair,ceramic tile,2c4a0516-04c2-4772-8bcd-917b08d3f179,24.11,26.95,45.9,1.18,ceramic,gloss,"[array([9.4e+01, 8.9e+01, 8.2e+01, 4.0e-02]), array([1.49e+02, 1.44e+02, 1.38e+02, 1.10e-01]), array([1.87e+02, 1.82e+02, 1.77e+02, 1.80e-01]), array([217.  , 215.  , 210.  ,   0.35]), array([238.  , 238.  , 234.  ,   0.31])]",[217. 215. 210.],0.35,0.998
wayfair,ceramic tile,66ee7e66-1acc-4c66-8782-8fed43570ce9,25.9,50.76,51.1,1.51,granite,gloss,"[array([42.  , 36.  , 35.  ,  0.49]), array([50.  , 45.  , 42.  ,  0.38]), array([8.9e+01, 8.4e+01, 7.7e+01, 3.0e-02]), array([1.32e+02, 1.28e+02, 1.19e+02, 3.00e-02]), array([1.69e+02, 1.65e+02, 1.56e+02, 6.00e-02])]",[42. 36. 35.],0.49,0.998
wayfair,ceramic tile,418eb115-c0f9-42d6-b09f-4a485938a760,15.53,52.83,33.32,1.17,porcelain,gloss,"[array([1.83e+02, 1.73e+02, 1.58e+02, 7.00e-02]), array([195.  , 189.  , 178.  ,   0.21]), array([203.  , 198.  , 188.  ,   0.36]), array([210.  , 207.  , 198.  ,   0.22]), array([2.19e+02, 2.17e+02, 2.11e+02, 1.40e-01])]",[203. 198. 188.],0.36,0.997
wayfair,ceramic tile,730308d4-9c30-41f4-9f1b-4fd46378b606,39.3,27.43,34.02,1.75,ceramic,gloss,"[array([95. , 59. , 28. ,  0.2]), array([115.  ,  72.  ,  37.  ,   0.37]), array([131.  ,  85.  ,  45.  ,   0.29]), array([1.52e+02, 1.05e+02, 5.90e+01, 1.10e-01]), array([1.97e+02, 1.67e+02, 1.31e+02, 2.00e-02])]",[115.  72.  37.],0.37,0.997
wayfair,ceramic tile,77644e9a-f7bd-4eee-a7c4-2bb292eecf56,19.85,18.29,19.34,1.03,terracotta,matt,"[array([13.  ,  7.  ,  5.  ,  0.12]), array([102.  ,  83.  ,  62.  ,   0.16]), array([155. , 142. , 118. ,   0.3]), array([182.  , 170.  , 146.  ,   0.28]), array([2.13e+02, 2.03e+02, 1.85e+02, 1.50e-01])]",[155. 142. 118.],0.3,0.998
wayfair,ceramic tile,d639b6e4-6154-4aba-aff7-1b26db174cdf,18.61,22.47,39.19,0.03,quartz,gloss,"[array([142.  ,  99.  ,  62.  ,   0.16]), array([154.  , 111.  ,  74.  ,   0.28]), array([163.  , 121.  ,  86.  ,   0.29]), array([173. , 133. ,  98. ,   0.2]), array([1.86e+02, 1.50e+02, 1.16e+02, 8.00e-02])]",[163. 121.  86.],0.29,0.998
wayfair,ceramic tile,f1af7f89-ad46-4583-8b28-28511ec9553d,21.27,25.24,27.71,1.18,limestone,matt,"[array([48.  , 28.  , 24.  ,  0.18]), array([101.  ,  89.  ,  68.  ,   0.16]), array([149.  , 134.  , 104.  ,   0.22]), array([185.  , 182.  , 155.  ,   0.21]), array([218.  , 217.  , 200.  ,   0.22])]",[149. 134. 104.],0.22,0.998
wayfair,ceramic tile,21a9abba-d603-472e-91dd-360b93d6027e,18.28,22.29,14.47,1.09,terracotta,matt,"[array([158.  , 113.  ,  67.  ,   0.21]), array([182. , 143. ,  94. ,   0.3]), array([197.  , 174.  , 133.  ,   0.22]), array([216.  , 202.  , 170.  ,   0.24]), array([2.47e+02, 2.46e+02, 2.38e+02, 3.00e-02])]",[182. 143.  94.],0.3,0.997
wayfair,ceramic tile,663b98b2-de94-4ed1-ae27-bcb8693d5b66,23.4,25.65,22.7,0.43,ceramic,matt,"[array([30.  , 31.  , 27.  ,  0.06]), array([1.11e+02, 1.13e+02, 1.05e+02, 1.10e-01]), array([163.  , 168.  , 159.  ,   0.36]), array([195.  , 201.  , 191.  ,   0.33]), array([2.33e+02, 2.37e+02, 2.31e+02, 1.30e-01])]",[163. 168. 159.],0.36,0.998
wayfair,ceramic tile,2519e75b-0b6c-44e8-8fc1-db07be35d3a9,38.36,35.69,43.4,1.01,quartz,matt,"[array([158.  , 177.  , 156.  ,   0.21]), array([169.  , 184.  , 166.  ,   0.43]), array([179.  , 192.  , 175.  ,   0.29]), array([1.98e+02, 2.05e+02, 1.93e+02, 5.00e-02]), array([2.44e+02, 2.45e+02, 2.42e+02, 3.00e-02])]",[169. 184. 166.],0.43,0.997
wayfair,ceramic tile,7fe3016c-a338-4ea9-8678-8a2a77b439b5,23.41,30.86,39.65,0.11,ceramic,gloss,"[array([8.3e+01, 7.2e+01, 5.5e+01, 6.0e-02]), array([136.  , 114.  ,  86.  ,   0.17]), array([160.  , 141.  , 111.  ,   0.25]), array([181.  , 166.  , 137.  ,   0.27]), array([201.  , 188.  , 160.  ,   0.24])]",[181. 166. 137.],0.27,0.998
wayfair,ceramic tile,3b033f04-90d5-4de5-b004-2455be5cce13,2.33,21.31,32.35,0.51,limestone,gloss,"[array([40.  , 35.  , 28.  ,  0.13]), array([99.  , 91.  , 74.  ,  0.16]), array([143. , 136. , 120. ,   0.2]), array([181.  , 177.  , 164.  ,   0.29]), array([218.  , 215.  , 203.  ,   0.22])]",[181. 177. 164.],0.29,0.998
wayfair,ceramic tile,894d91d7-50de-41d2-8dea-da6a993f0e1f,29.87,17.74,31.86,1.26,marble,gloss,"[array([64.  , 72.  , 64.  ,  0.27]), array([1.21e+02, 1.27e+02, 1.19e+02, 2.00e-02]), array([1.81e+02, 1.84e+02, 1.72e+02, 1.60e-01]), array([2.03e+02, 2.05e+02, 1.94e+02, 6.00e-02]), array([247. , 249. , 241. ,   0.5])]",[247. 249. 241.],0.5,0.998
wayfair,ceramic tile,2f1f5539-3df1-49be-8037-e7c0eb99037b,42.44,21.92,6.87,0.74,ceramic,gloss,"[array([5.8e+01, 5.5e+01, 4.8e+01, 4.0e-02]), array([1.22e+02, 1.18e+02, 1.11e+02, 3.00e-02]), array([1.69e+02, 1.66e+02, 1.58e+02, 6.00e-02]), array([2.05e+02, 2.03e+02, 1.95e+02, 9.00e-02]), array([235.  , 235.  , 231.  ,   0.78])]",[235. 235. 231.],0.78,0.997
wayfair,ceramic tile,80fb432f-321d-43b4-8de3-c17956842df3,29.77,24.19,18.56,0.77,marble,gloss,"[array([8.3e+01, 6.7e+01, 5.2e+01, 7.0e-02]), array([123.  , 100.  ,  78.  ,   0.19]), array([146. , 122. ,  97. ,   0.3]), array([159. , 141. , 121. ,   0.3]), array([1.82e+02, 1.65e+02, 1.43e+02, 1.40e-01])]",[146. 122.  97.],0.3,0.997
wayfair,ceramic tile,2f5572a6-c7ec-4e8f-bb66-f394f22ddaa4,31.34,16.86,44.62,0.05,porcelain,matt,"[array([1.72e+02, 1.74e+02, 1.69e+02, 3.00e-02]), array([205.  , 208.  , 199.  ,   0.37]), array([212.  , 216.  , 207.  ,   0.48]), array([2.31e+02, 2.33e+02, 2.27e+02, 5.00e-02]), array([2.49e+02, 2.50e+02, 2.47e+02, 7.00e-02])]",[212. 216. 207.],0.48,0.995
wayfair,ceramic tile,2d48df53-ecd1-433b-bf63-4963cc64f09b,21.45,36.04,19.09,1.75,stone,gloss,"[array([1.14e+02, 8.90e+01, 7.00e+01, 1.00e-01]), array([124.  ,  98.  ,  80.  ,   0.29]), array([132.  , 106.  ,  88.  ,   0.31]), array([141.  , 114.  ,  95.  ,   0.21]), array([1.53e+02, 1.25e+02, 1.06e+02, 9.00e-02])]",[132. 106.  88.],0.31,0.998
wayfair,ceramic tile,916e03ff-7f43-44e8-9b7d-5e08fa45d97c,32.72,32.4,31.73,0.48,ceramic,gloss,"[array([49.  , 30.  , 20.  ,  0.17]), array([103.  ,  75.  ,  55.  ,   0.44]), array([126.  , 104.  ,  86.  ,   0.18]), array([1.58e+02, 1.49e+02, 1.33e+02, 1.00e-01]), array([1.95e+02, 1.88e+02, 1.75e+02, 1.20e-01])]",[103.  75.  55.],0.44,0.998
wayfair,ceramic tile,867e8016-e042-47bc-89c5-7334d7cb52a8,16.21,15.14,30.35,0.56,quartz,gloss,"[array([30.  , 27.  , 24.  ,  0.14]), array([90.  , 84.  , 77.  ,  0.16]), array([142.  , 130.  , 121.  ,   0.25]), array([180.  , 169.  , 162.  ,   0.26]), array([2.21e+02, 2.14e+02, 2.09e+02, 1.90e-01])]",[180. 169. 162.],0.26,0.996
wayfair,ceramic tile,51313991-e539-4ec8-8b69-e5a965320a70,19.74,30.86,31.81,0.72,terracotta,gloss,"[array([1.96e+02, 1.95e+02, 1.94e+02, 1.00e-02]), array([2.18e+02, 2.17e+02, 2.17e+02, 1.20e-01]), array([227.  , 226.  , 226.  ,   0.33]), array([232.  , 232.  , 230.  ,   0.43]), array([2.40e+02, 2.39e+02, 2.37e+02, 1.10e-01])]",[232. 232. 230.],0.43,0.998
wayfair,ceramic tile,a2ede660-19f0-4df6-8275-e0c140f1f6c4,25.6,28.29,15.84,0.44,limestone,matt,"[array([57. , 53. , 49. ,  0.6]), array([9.2e+01, 8.7e+01, 8.1e+01, 9.0e-02]), array([1.45e+02, 1.40e+02, 1.31e+02, 4.00e-02]), array([2.09e+02, 2.05e+02, 1.96e+02, 1.80e-01]), array([2.29e+02, 2.26e+02, 2.18e+02, 9.00e-02])]",[57. 53. 49.],0.6,0.998
wayfair,ceramic tile,3c81c8a3-5c17-4920-8c69-22c18edfd05f,21.02,24.78,24.08,0.78,terracotta,matt,"[array([38.  , 35.  , 33.  ,  0.36]), array([66.  , 64.  , 63.  ,  0.15]), array([113.  , 111.  , 109.  ,   0.14]), array([157.  , 153.  , 149.  ,   0.23]), array([1.87e+02, 1.83e+02, 1.80e+02, 1.10e-01])]",[38. 35. 33.],0.36,0.997
wayfair,ceramic tile,b423932a-a786-473b-acac-5d6d8a5bf642,28.48,18.41,52.5,0.99,wood,matt,"[array([ 17.  , 100.  , 195.  ,   0.35]), array([ 31.  , 117.  , 208.  ,   0.51]), array([8.3e+01, 1.5e+02, 2.1e+02, 6.0e-02]), array([1.35e+02, 1.64e+02, 1.87e+02, 5.00e-02]), array([1.94e+02, 2.12e+02, 2.27e+02, 4.00e-02])]",[ 31. 117. 208.],0.51,0.998
wayfair,ceramic tile,5be1b5ce-1414-4932-a180-02f923fa411b,22.17,12.6,17.72,1.02,limestone,matt,"[array([65. , 49. , 32. ,  0.1]), array([109.  ,  87.  ,  62.  ,   0.24]), array([146.  , 125.  , 100.  ,   0.27]), array([182.  , 165.  , 140.  ,   0.24]), array([2.24e+02, 2.11e+02, 1.96e+02, 1.40e-01])]",[146. 125. 100.],0.27,0.998
wayfair,ceramic tile,dd8a10df-f591-45b8-9344-40e6495820b2,25.13,32.11,30.27,1.26,wood,gloss,"[array([1.51e+02, 1.20e+02, 8.20e+01, 1.20e-01]), array([169.  , 138.  , 100.  ,   0.25]), array([183.  , 152.  , 115.  ,   0.29]), array([198.  , 168.  , 131.  ,   0.24]), array([2.16e+02, 1.87e+02, 1.51e+02, 1.10e-01])]",[183. 152. 115.],0.29,0.996
wayfair,ceramic tile,274056b2-74b5-4e13-be37-9fbdf6cc2548,18.37,37.8,33.89,2.11,terracotta,matt,"[array([1.27e+02, 1.12e+02, 8.90e+01, 1.10e-01]), array([159.  , 141.  , 114.  ,   0.19]), array([182.  , 165.  , 137.  ,   0.26]), array([200.  , 186.  , 160.  ,   0.29]), array([2.24e+02, 2.09e+02, 1.83e+02, 1.50e-01])]",[200. 186. 160.],0.29,0.998
wayfair,ceramic tile,9fc219f2-9978-4641-83c1-fee76f527a3d,13.11,17.12,48.12,1.2,quartz,matt,"[array([1.93e+02, 1.79e+02, 1.59e+02, 1.40e-01]), array([202.  , 190.  , 173.  ,   0.29]), array([211.  , 200.  , 183.  ,   0.37]), array([2.19e+02, 2.11e+02, 1.96e+02, 1.70e-01]), array([2.46e+02, 2.45e+02, 2.39e+02, 3.00e-02])]",[211. 200. 183.],0.37,0.997
wayfair,ceramic tile,8fde2317-18db-4ec1-87c0-0de609f6c687,43.28,21.09,31.21,1.04,marble,matt,"[array([61.  , 62.  , 63.  ,  0.19]), array([101.  , 100.  , 100.  ,   0.21]), array([140.  , 136.  , 136.  ,   0.23]), array([176. , 176. , 177. ,   0.2]), array([2.17e+02, 2.17e+02, 2.18e+02, 1.70e-01])]",[140. 136. 136.],0.23,0.998
wayfair,ceramic tile,24c160f0-ddaf-47ac-aac0-15cc21704ae8,27.14,11.41,20.0,1.34,glass,gloss,"[array([7.2e+01, 5.9e+01, 4.0e+01, 5.0e-02]), array([1.20e+02, 1.17e+02, 9.00e+01, 1.10e-01]), array([160. , 155. , 124. ,   0.2]), array([189.  , 189.  , 164.  ,   0.21]), array([212.  , 214.  , 200.  ,   0.43])]",[212. 214. 200.],0.43,0.998
wayfair,ceramic tile,59ac2603-1878-4317-9512-ca4b65104ce7,27.8,21.9,28.75,1.14,quartz,matt,"[array([72.  , 77.  , 79.  ,  0.09]), array([110.  , 115.  , 118.  ,   0.14]), array([1.51e+02, 1.55e+02, 1.58e+02, 1.30e-01]), array([193.  , 198.  , 201.  ,   0.29]), array([221.  , 226.  , 228.  ,   0.35])]",[221. 226. 228.],0.35,0.998
wayfair,ceramic tile,76c76202-35ea-436e-a985-8fd026fd0e04,14.1,13.33,9.63,0.23,wood,matt,"[array([245.  ,  92.  ,   2.  ,   0.26]), array([247.  , 140.  ,  50.  ,   0.36]), array([2.44e+02, 1.63e+02, 9.60e+01, 1.50e-01]), array([2.28e+02, 2.01e+02, 1.72e+02, 1.30e-01]), array([2.43e+02, 2.31e+02, 2.18e+02, 1.00e-01])]",[247. 140.  50.],0.36,0.997
wayfair,ceramic tile,359a10d6-8fea-495a-abdc-e85075fe8b72,15.93,48.4,32.44,1.06,marble,matt,"[array([1.96e+02, 1.96e+02, 1.97e+02, 1.00e-02]), array([2.19e+02, 2.18e+02, 2.21e+02, 6.00e-02]), array([2.31e+02, 2.30e+02, 2.33e+02, 1.30e-01]), array([239.  , 238.  , 240.  ,   0.37]), array([247.  , 246.  , 247.  ,   0.43])]",[247. 246. 247.],0.43,0.997
wayfair,ceramic tile,67557e5b-c71a-4a52-885f-bb29b255f776,25.85,41.06,34.78,1.05,quartz,matt,"[array([13.  , 20.  , 22.  ,  0.17]), array([76.  , 76.  , 77.  ,  0.11]), array([138.  , 130.  , 126.  ,   0.43]), array([163.  , 155.  , 150.  ,   0.28]), array([2.46e+02, 2.46e+02, 2.46e+02, 1.00e-02])]",[138. 130. 126.],0.43,0.997
wayfair,ceramic tile,c8bf9575-90c8-4700-9429-2d25def2ba13,25.84,20.44,38.08,0.26,ceramic,matt,"[array([1.64e+02, 1.43e+02, 1.19e+02, 1.50e-01]), array([174.  , 153.  , 130.  ,   0.28]), array([183.  , 162.  , 140.  ,   0.32]), array([192.  , 171.  , 149.  ,   0.24]), array([2.46e+02, 2.43e+02, 2.37e+02, 2.00e-02])]",[183. 162. 140.],0.32,0.996
wayfair,ceramic tile,6b8bc913-bcfa-4396-aebf-c9f20a20587b,33.6,14.12,28.55,0.72,quartz,matt,"[array([1.04e+02, 1.04e+02, 9.00e+01, 5.00e-02]), array([1.55e+02, 1.57e+02, 1.44e+02, 5.00e-02]), array([1.95e+02, 1.98e+02, 1.89e+02, 1.10e-01]), array([2.22e+02, 2.26e+02, 2.22e+02, 2.20e-01]), array([235.  , 239.  , 234.  ,   0.58])]",[235. 239. 234.],0.58,0.998
wayfair,ceramic tile,04e4c346-a3f9-4942-9085-f819f58c7a46,32.52,17.0,21.93,1.5,granite,matt,"[array([1.58e+02, 1.60e+02, 1.48e+02, 9.00e-02]), array([176. , 177. , 165. ,   0.3]), array([189. , 189. , 178. ,   0.4]), array([2.02e+02, 2.02e+02, 1.91e+02, 1.90e-01]), array([2.49e+02, 2.49e+02, 2.46e+02, 2.00e-02])]",[189. 189. 178.],0.4,0.998
wayfair,ceramic tile,aba8b46d-884b-4a64-8cab-ef4e92d07b86,41.23,44.95,16.64,0.29,glass,gloss,"[array([109.  , 110.  , 102.  ,   0.15]), array([134.  , 134.  , 123.  ,   0.25]), array([160.  , 159.  , 147.  ,   0.24]), array([190.  , 189.  , 180.  ,   0.19]), array([2.29e+02, 2.28e+02, 2.21e+02, 1.70e-01])]",[134. 134. 123.],0.25,0.998
wayfair,ceramic tile,c71130a7-33e4-4ab2-b0ba-2dc5b9510a77,19.29,28.1,10.91,1.32,granite,matt,"[array([1.36e+02, 1.22e+02, 9.90e+01, 3.00e-02]), array([1.69e+02, 1.61e+02, 1.41e+02, 6.00e-02]), array([1.95e+02, 1.93e+02, 1.79e+02, 1.50e-01]), array([210.  , 209.  , 197.  ,   0.54]), array([226.  , 225.  , 215.  ,   0.23])]",[210. 209. 197.],0.54,0.998
wayfair,ceramic tile,dfbdff76-8dd3-409f-b0e6-19784ed5b56a,25.61,25.09,33.07,1.22,ceramic,gloss,"[array([64.  , 43.  , 35.  ,  0.11]), array([136.  ,  95.  ,  83.  ,   0.15]), array([233.  ,  89.  ,  55.  ,   0.53]), array([2.15e+02, 1.36e+02, 1.18e+02, 1.60e-01]), array([2.38e+02, 2.11e+02, 2.02e+02, 5.00e-02])]",[233.  89.  55.],0.53,0.998
wayfair,ceramic tile,d27e832a-5bba-4887-866d-69fce8f7760b,34.97,18.23,28.22,0.83,quartz,matt,"[array([53.  , 72.  , 79.  ,  0.24]), array([ 93.  , 107.  , 105.  ,   0.25]), array([140.  , 148.  , 135.  ,   0.22]), array([1.84e+02, 1.89e+02, 1.88e+02, 1.80e-01]), array([2.37e+02, 2.38e+02, 2.37e+02, 1.10e-01])]",[ 93. 107. 105.],0.25,0.997
